ParkName,UnitCode,ParkType,Region,State,Year,Month,RecreationVisits,NonRecreationVisits,RecreationHours,NonRecreationHours,ConcessionerLodging,ConcessionerCamping,TentCampers,RVCampers,Backcountry,NonRecreationOvernightStays,MiscellaneousOvernightStays,ParkNameTotal,UnitCodeTotal,ParkTypeTotal,RegionTotal,StateTotal,YearTotal,RecreationVisitsTotal,NonRecreationVisitsTotal,RecreationHoursTotal,NonRecreationHoursTotal,ConcessionerLodgingTotal,ConcessionerCampingTotal,TentCampersTotal,RVCampersTotal,BackcountryTotal,NonRecreationOvernightStaysTotal,MiscellaneousOvernightStaysTotal
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2022,1,"5,833",0,"5,833",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2022,"265,707",0,"265,707",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2022,2,"10,174",0,"10,174",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2022,"265,707",0,"265,707",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2022,3,"16,447",0,"16,447",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2022,"265,707",0,"265,707",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2022,4,"25,848",0,"25,848",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2022,"265,707",0,"265,707",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2022,5,"30,360",0,"30,360",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2022,"265,707",0,"265,707",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2022,6,"36,056",0,"36,056",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2022,"265,707",0,"265,707",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2022,7,"36,369",0,"36,369",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2022,"265,707",0,"265,707",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2022,8,"32,346",0,"32,346",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2022,"265,707",0,"265,707",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2022,9,"31,130",0,"31,130",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2022,"265,707",0,"265,707",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2022,10,"21,857",0,"21,857",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2022,"265,707",0,"265,707",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2022,11,"12,503",0,"12,503",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2022,"265,707",0,"265,707",0,0,0,0,0,0,0,0
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2022,12,"6,784",0,"6,784",0,0,0,0,0,0,0,0,Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2022,"265,707",0,"265,707",0,0,0,0,0,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2022,1,"10,411",600,"68,714",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2022,"3,970,260","47,100","26,678,263","47,100",0,"1,884","136,183","49,647","1,472",0,"9,490"
Acadia NP,ACAD,National Park,Northeast ,ME,2022,2,"13,045",600,"86,098",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2022,"3,970,260","47,100","26,678,263","47,100",0,"1,884","136,183","49,647","1,472",0,"9,490"
Acadia NP,ACAD,National Park,Northeast ,ME,2022,3,"22,476",600,"148,339",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2022,"3,970,260","47,100","26,678,263","47,100",0,"1,884","136,183","49,647","1,472",0,"9,490"
Acadia NP,ACAD,National Park,Northeast ,ME,2022,4,"105,126",600,"609,731",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2022,"3,970,260","47,100","26,678,263","47,100",0,"1,884","136,183","49,647","1,472",0,"9,490"
Acadia NP,ACAD,National Park,Northeast ,ME,2022,5,"327,466","7,500","2,324,994","7,500",0,46,"11,425","3,335",83,0,717,Acadia NP,ACAD,National Park,Northeast ,ME,2022,"3,970,260","47,100","26,678,263","47,100",0,"1,884","136,183","49,647","1,472",0,"9,490"
Acadia NP,ACAD,National Park,Northeast ,ME,2022,6,"603,023","7,500","4,551,580","7,500",0,168,"26,065","10,517",304,0,"1,597",Acadia NP,ACAD,National Park,Northeast ,ME,2022,"3,970,260","47,100","26,678,263","47,100",0,"1,884","136,183","49,647","1,472",0,"9,490"
Acadia NP,ACAD,National Park,Northeast ,ME,2022,7,"791,358","7,500","5,282,410","7,500",0,285,"34,279","12,171",426,0,"2,907",Acadia NP,ACAD,National Park,Northeast ,ME,2022,"3,970,260","47,100","26,678,263","47,100",0,"1,884","136,183","49,647","1,472",0,"9,490"
Acadia NP,ACAD,National Park,Northeast ,ME,2022,8,"785,236","7,500","5,187,635","7,500",0,493,"33,971","10,550",299,0,"2,322",Acadia NP,ACAD,National Park,Northeast ,ME,2022,"3,970,260","47,100","26,678,263","47,100",0,"1,884","136,183","49,647","1,472",0,"9,490"
Acadia NP,ACAD,National Park,Northeast ,ME,2022,9,"697,292","7,500","4,379,256","7,500",0,414,"22,110","9,655",261,0,"1,279",Acadia NP,ACAD,National Park,Northeast ,ME,2022,"3,970,260","47,100","26,678,263","47,100",0,"1,884","136,183","49,647","1,472",0,"9,490"
Acadia NP,ACAD,National Park,Northeast ,ME,2022,10,"521,646","6,000","3,480,420","6,000",0,478,"8,333","3,419",99,0,668,Acadia NP,ACAD,National Park,Northeast ,ME,2022,"3,970,260","47,100","26,678,263","47,100",0,"1,884","136,183","49,647","1,472",0,"9,490"
Acadia NP,ACAD,National Park,Northeast ,ME,2022,11,"70,675",600,"424,050",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2022,"3,970,260","47,100","26,678,263","47,100",0,"1,884","136,183","49,647","1,472",0,"9,490"
Acadia NP,ACAD,National Park,Northeast ,ME,2022,12,"22,506",600,"135,036",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2022,"3,970,260","47,100","26,678,263","47,100",0,"1,884","136,183","49,647","1,472",0,"9,490"
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2022,1,84,14,42,14,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2022,"12,848",127,"12,460",63,0,0,0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2022,2,125,11,62,11,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2022,"12,848",127,"12,460",63,0,0,0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2022,3,204,10,102,10,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2022,"12,848",127,"12,460",63,0,0,0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2022,4,262,17,262,17,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2022,"12,848",127,"12,460",63,0,0,0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2022,5,"1,343",0,"1,343",0,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2022,"12,848",127,"12,460",63,0,0,0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2022,6,"2,109",0,"2,109",0,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2022,"12,848",127,"12,460",63,0,0,0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2022,7,"2,041",0,"2,041",0,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2022,"12,848",127,"12,460",63,0,0,0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2022,8,"1,876",0,"1,876",0,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2022,"12,848",127,"12,460",63,0,0,0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2022,9,"1,811",0,"1,811",0,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2022,"12,848",127,"12,460",63,0,0,0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2022,10,"2,207",0,"2,207",0,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2022,"12,848",127,"12,460",63,0,0,0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2022,11,425,30,425,30,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2022,"12,848",127,"12,460",63,0,0,0,0,0,0,0
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2022,12,361,45,180,45,0,0,0,0,0,0,0,Adams NHP,ADAM,National Historical Park,Northeast ,MA,2022,"12,848",127,"12,460",63,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2022,1,458,0,274,0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2022,"29,743",0,"17,872",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2022,2,"1,163",0,695,0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2022,"29,743",0,"17,872",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2022,3,"1,667",0,996,0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2022,"29,743",0,"17,872",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2022,4,"2,625",0,"1,570",0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2022,"29,743",0,"17,872",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2022,5,"2,213",0,"1,330",0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2022,"29,743",0,"17,872",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2022,6,"3,253",0,"2,007",0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2022,"29,743",0,"17,872",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2022,7,"3,073",0,"1,849",0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2022,"29,743",0,"17,872",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2022,8,"2,530",0,"1,520",0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2022,"29,743",0,"17,872",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2022,9,"3,134",0,"1,878",0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2022,"29,743",0,"17,872",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2022,10,"3,173",0,"1,897",0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2022,"29,743",0,"17,872",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2022,11,"3,871",0,"2,315",0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2022,"29,743",0,"17,872",0,0,0,0,0,0,0,0
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2022,12,"2,583",0,"1,541",0,0,0,0,0,0,0,0,African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2022,"29,743",0,"17,872",0,0,0,0,0,0,0,0
Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2022,1,113,0,266,0,0,0,0,0,0,0,0,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2022,"16,357",0,"46,052",0,0,0,0,0,0,0,0
Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2022,2,117,0,328,0,0,0,0,0,0,0,0,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2022,"16,357",0,"46,052",0,0,0,0,0,0,0,0
Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2022,3,400,0,"1,292",0,0,0,0,0,0,0,0,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2022,"16,357",0,"46,052",0,0,0,0,0,0,0,0
Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2022,4,764,0,"2,286",0,0,0,0,0,0,0,0,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2022,"16,357",0,"46,052",0,0,0,0,0,0,0,0
Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2022,5,"2,123",0,"5,909",0,0,0,0,0,0,0,0,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2022,"16,357",0,"46,052",0,0,0,0,0,0,0,0
Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2022,6,"3,332",0,"9,241",0,0,0,0,0,0,0,0,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2022,"16,357",0,"46,052",0,0,0,0,0,0,0,0
Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2022,7,"3,236",0,"10,480",0,0,0,0,0,0,0,0,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2022,"16,357",0,"46,052",0,0,0,0,0,0,0,0
Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2022,8,"2,320",0,"6,087",0,0,0,0,0,0,0,0,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2022,"16,357",0,"46,052",0,0,0,0,0,0,0,0
Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2022,9,"2,501",0,"6,094",0,0,0,0,0,0,0,0,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2022,"16,357",0,"46,052",0,0,0,0,0,0,0,0
Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2022,10,"1,172",0,"3,310",0,0,0,0,0,0,0,0,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2022,"16,357",0,"46,052",0,0,0,0,0,0,0,0
Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2022,11,224,0,589,0,0,0,0,0,0,0,0,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2022,"16,357",0,"46,052",0,0,0,0,0,0,0,0
Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2022,12,55,0,170,0,0,0,0,0,0,0,0,Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2022,"16,357",0,"46,052",0,0,0,0,0,0,0,0
Alagnak Wild River,ALAG,National Wild & Scenic River,Alaska,,2022,1,0,0,0,0,0,0,0,0,0,0,0,Alagnak Wild River,ALAG,National Wild & Scenic River,Alaska,,2022,184,68,"12,528","5,529",0,0,0,0,562,253,0
Alagnak Wild River,ALAG,National Wild & Scenic River,Alaska,,2022,2,0,0,0,0,0,0,0,0,0,0,0,Alagnak Wild River,ALAG,National Wild & Scenic River,Alaska,,2022,184,68,"12,528","5,529",0,0,0,0,562,253,0
Alagnak Wild River,ALAG,National Wild & Scenic River,Alaska,,2022,3,0,0,0,0,0,0,0,0,0,0,0,Alagnak Wild River,ALAG,National Wild & Scenic River,Alaska,,2022,184,68,"12,528","5,529",0,0,0,0,562,253,0
Alagnak Wild River,ALAG,National Wild & Scenic River,Alaska,,2022,4,0,0,0,0,0,0,0,0,0,0,0,Alagnak Wild River,ALAG,National Wild & Scenic River,Alaska,,2022,184,68,"12,528","5,529",0,0,0,0,562,253,0
Alagnak Wild River,ALAG,National Wild & Scenic River,Alaska,,2022,5,0,0,0,0,0,0,0,0,0,0,0,Alagnak Wild River,ALAG,National Wild & Scenic River,Alaska,,2022,184,68,"12,528","5,529",0,0,0,0,562,253,0
Alagnak Wild River,ALAG,National Wild & Scenic River,Alaska,,2022,6,12,4,164,4,0,0,0,0,4,0,0,Alagnak Wild River,ALAG,National Wild & Scenic River,Alaska,,2022,184,68,"12,528","5,529",0,0,0,0,562,253,0
Alagnak Wild River,ALAG,National Wild & Scenic River,Alaska,,2022,7,122,40,"5,854",40,0,0,0,0,250,106,0,Alagnak Wild River,ALAG,National Wild & Scenic River,Alaska,,2022,184,68,"12,528","5,529",0,0,0,0,562,253,0
Alagnak Wild River,ALAG,National Wild & Scenic River,Alaska,,2022,8,40,19,"4,920",19,0,0,0,0,232,112,0,Alagnak Wild River,ALAG,National Wild & Scenic River,Alaska,,2022,184,68,"12,528","5,529",0,0,0,0,562,253,0
Alagnak Wild River,ALAG,National Wild & Scenic River,Alaska,,2022,9,10,5,"1,590",5,0,0,0,0,76,35,0,Alagnak Wild River,ALAG,National Wild & Scenic River,Alaska,,2022,184,68,"12,528","5,529",0,0,0,0,562,253,0
Alagnak Wild River,ALAG,National Wild & Scenic River,Alaska,,2022,10,0,0,0,0,0,0,0,0,0,0,0,Alagnak Wild River,ALAG,National Wild & Scenic River,Alaska,,2022,184,68,"12,528","5,529",0,0,0,0,562,253,0
Alagnak Wild River,ALAG,National Wild & Scenic River,Alaska,,2022,11,0,0,0,0,0,0,0,0,0,0,0,Alagnak Wild River,ALAG,National Wild & Scenic River,Alaska,,2022,184,68,"12,528","5,529",0,0,0,0,562,253,0
Alagnak Wild River,ALAG,National Wild & Scenic River,Alaska,,2022,12,0,0,0,0,0,0,0,0,0,0,0,Alagnak Wild River,ALAG,National Wild & Scenic River,Alaska,,2022,184,68,"12,528","5,529",0,0,0,0,562,253,0
Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2022,1,407,0,"1,018",0,0,0,0,0,0,0,0,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2022,"7,520",0,"18,801",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2022,2,388,0,970,0,0,0,0,0,0,0,0,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2022,"7,520",0,"18,801",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2022,3,996,0,"2,490",0,0,0,0,0,0,0,0,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2022,"7,520",0,"18,801",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2022,4,595,0,"1,488",0,0,0,0,0,0,0,0,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2022,"7,520",0,"18,801",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2022,5,958,0,"2,395",0,0,0,0,0,0,0,0,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2022,"7,520",0,"18,801",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2022,6,770,0,"1,925",0,0,0,0,0,0,0,0,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2022,"7,520",0,"18,801",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2022,7,545,0,"1,362",0,0,0,0,0,0,0,0,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2022,"7,520",0,"18,801",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2022,8,420,0,"1,050",0,0,0,0,0,0,0,0,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2022,"7,520",0,"18,801",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2022,9,624,0,"1,560",0,0,0,0,0,0,0,0,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2022,"7,520",0,"18,801",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2022,10,"1,099",0,"2,748",0,0,0,0,0,0,0,0,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2022,"7,520",0,"18,801",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2022,11,550,0,"1,375",0,0,0,0,0,0,0,0,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2022,"7,520",0,"18,801",0,0,0,0,0,0,0,0
Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2022,12,168,0,420,0,0,0,0,0,0,0,0,Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2022,"7,520",0,"18,801",0,0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2022,1,"6,748",15,"11,164",15,0,0,0,0,0,0,0,Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2022,"176,144",180,"286,746",48,0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2022,2,"7,877",15,"13,084",15,0,0,0,0,0,0,0,Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2022,"176,144",180,"286,746",48,0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2022,3,"9,484",15,"15,524",15,0,0,0,0,0,0,0,Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2022,"176,144",180,"286,746",48,0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2022,4,"15,586",15,"23,630",15,0,0,0,0,0,0,0,Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2022,"176,144",180,"286,746",48,0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2022,5,"15,378",15,"24,478",15,0,0,0,0,0,0,0,Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2022,"176,144",180,"286,746",48,0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2022,6,"17,915",15,"29,256",15,0,0,0,0,0,0,0,Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2022,"176,144",180,"286,746",48,0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2022,7,"22,663",15,"37,348",15,0,0,0,0,0,0,0,Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2022,"176,144",180,"286,746",48,0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2022,8,"20,946",15,"34,516",15,0,0,0,0,0,0,0,Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2022,"176,144",180,"286,746",48,0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2022,9,"19,622",15,"32,373",15,0,0,0,0,0,0,0,Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2022,"176,144",180,"286,746",48,0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2022,10,"19,989",15,"32,957",15,0,0,0,0,0,0,0,Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2022,"176,144",180,"286,746",48,0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2022,11,"13,627",15,"21,719",15,0,0,0,0,0,0,0,Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2022,"176,144",180,"286,746",48,0,0,0,0,0,0,0
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2022,12,"6,309",15,"10,697",15,0,0,0,0,0,0,0,Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2022,"176,144",180,"286,746",48,0,0,0,0,0,0,0
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2022,1,"50,108",25,"375,568",25,0,0,0,815,0,345,0,Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2022,"912,283",60,"6,775,408","13,200",0,0,0,"9,030",0,795,615
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2022,2,"55,144",35,"426,098",35,0,0,0,"1,888",0,450,75,Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2022,"912,283",60,"6,775,408","13,200",0,0,0,"9,030",0,795,615
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2022,3,"115,510",0,"867,856",0,0,0,0,"1,888",0,0,165,Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2022,"912,283",60,"6,775,408","13,200",0,0,0,"9,030",0,795,615
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2022,4,"104,386",0,"783,259",0,0,0,0,"1,605",0,0,165,Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2022,"912,283",60,"6,775,408","13,200",0,0,0,"9,030",0,795,615
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2022,5,"72,091",0,"538,326",0,0,0,0,960,0,0,45,Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2022,"912,283",60,"6,775,408","13,200",0,0,0,"9,030",0,795,615
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2022,6,"98,182",0,"716,732",0,0,0,0,0,0,0,0,Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2022,"912,283",60,"6,775,408","13,200",0,0,0,"9,030",0,795,615
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2022,7,"55,101",0,"405,144",0,0,0,0,242,0,0,0,Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2022,"912,283",60,"6,775,408","13,200",0,0,0,"9,030",0,795,615
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2022,8,"83,644",0,"611,351",0,0,0,0,62,0,0,0,Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2022,"912,283",60,"6,775,408","13,200",0,0,0,"9,030",0,795,615
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2022,9,"88,560",0,"647,539",0,0,0,0,88,0,0,0,Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2022,"912,283",60,"6,775,408","13,200",0,0,0,"9,030",0,795,615
